No         Date/Time            Browser            Access Path
---------  -------------------  -----------------  ---------------------------------------------------------------------------------------
000000001  2024-12-08 00:01:43  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000002  2024-12-08 00:03:54  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000003  2024-12-08 00:04:21  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000004  2024-12-08 00:07:46  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000005  2024-12-08 00:12:24  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000006  2024-12-08 00:12:51  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000007  2024-12-08 00:17:21  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000008  2024-12-08 00:18:06  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000009  2024-12-08 00:18:33  EDGE               C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000010  2024-12-08 00:19:06  EDGE               C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000011  2024-12-08 00:19:08  EDGE               admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000012  2024-12-08 00:20:47  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000013  2024-12-08 00:25:02  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000014  2024-12-08 00:25:44  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000015  2024-12-08 17:12:14  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000016  2024-12-08 17:12:29  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000017  2024-12-08 17:12:29  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000018  2024-12-08 17:12:36  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000019  2024-12-08 17:13:09  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000020  2024-12-08 17:15:34  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000021  2024-12-08 17:15:49  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
