No         Date/Time            Browser            Access Path
---------  -------------------  -----------------  ---------------------------------------------------------------------------------------
000000001  2024-12-05 01:03:40  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\SignIn\logout 
000000002  2024-12-05 01:03:41  Google Chrome      D:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000003  2024-12-05 01:03:44  Google Chrome      D:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000004  2024-12-05 01:03:45  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000005  2024-12-05 01:03:47  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000006  2024-12-05 01:03:51  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000007  2024-12-05 01:31:10  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\SignIn\logout 
000000008  2024-12-05 01:31:10  Google Chrome      D:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000009  2024-12-05 01:31:12  Google Chrome      D:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000010  2024-12-05 01:31:12  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000011  2024-12-05 02:14:45  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\SignIn\logout 
000000012  2024-12-05 02:14:45  Google Chrome      D:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000013  2024-12-05 02:14:47  Google Chrome      D:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000014  2024-12-05 02:14:48  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000015  2024-12-05 02:14:51  Google Chrome      ipong : D:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000016  2024-12-05 02:42:30  Google Chrome      ipong : D:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
