No         Date/Time            Browser            Access Path
---------  -------------------  -----------------  ---------------------------------------------------------------------------------------
000000001  2024-12-07 05:37:15  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000002  2024-12-07 05:37:26  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000003  2024-12-07 05:37:27  Google Chrome      hari : C:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000004  2024-12-07 05:37:34  Google Chrome      hari : C:\xampp\htdocs\aska\application\controllers\SignIn\logout 
000000005  2024-12-07 05:37:34  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000006  2024-12-07 05:37:44  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000007  2024-12-07 05:37:44  Google Chrome      abot : C:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000008  2024-12-07 05:37:52  Google Chrome      abot : C:\xampp\htdocs\aska\application\controllers\SignIn\logout 
000000009  2024-12-07 05:37:52  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000010  2024-12-07 05:38:00  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000011  2024-12-07 05:38:01  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000012  2024-12-07 05:38:05  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000013  2024-12-07 05:47:37  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000014  2024-12-07 05:49:43  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000015  2024-12-07 05:49:49  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000016  2024-12-07 05:54:17  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000017  2024-12-07 05:55:36  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000018  2024-12-07 05:56:15  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000019  2024-12-07 05:58:41  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000020  2024-12-07 05:58:51  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000021  2024-12-07 05:59:28  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000022  2024-12-07 05:59:35  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000023  2024-12-07 06:00:56  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000024  2024-12-07 06:01:17  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000025  2024-12-07 06:01:38  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000026  2024-12-07 06:03:20  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000027  2024-12-07 06:04:01  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000028  2024-12-07 06:05:01  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000029  2024-12-07 06:05:50  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000030  2024-12-07 06:10:49  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000031  2024-12-07 06:12:32  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000032  2024-12-07 06:20:40  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000033  2024-12-07 06:24:10  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000034  2024-12-07 06:24:17  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000035  2024-12-07 06:24:37  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000036  2024-12-07 06:25:38  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000037  2024-12-07 06:28:05  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000038  2024-12-07 06:30:59  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000039  2024-12-07 06:33:12  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000040  2024-12-07 06:34:48  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000041  2024-12-07 06:35:51  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000042  2024-12-07 06:36:14  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000043  2024-12-07 06:36:56  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000044  2024-12-07 06:37:18  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000045  2024-12-07 06:58:05  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000046  2024-12-07 06:59:32  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000047  2024-12-07 07:00:41  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000048  2024-12-07 07:02:07  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000049  2024-12-07 07:03:15  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000050  2024-12-07 07:03:42  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000051  2024-12-07 07:04:15  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000052  2024-12-07 07:04:25  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000053  2024-12-07 07:05:40  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000054  2024-12-07 07:06:12  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000055  2024-12-07 07:11:18  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000056  2024-12-07 07:16:10  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000057  2024-12-07 07:18:59  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000058  2024-12-07 07:19:07  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000059  2024-12-07 07:20:14  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000060  2024-12-07 07:21:39  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000061  2024-12-07 07:22:01  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000062  2024-12-07 07:25:08  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000063  2024-12-07 07:25:49  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000064  2024-12-07 07:26:57  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000065  2024-12-07 07:27:09  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000066  2024-12-07 07:28:29  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000067  2024-12-07 07:29:13  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000068  2024-12-07 07:29:31  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000069  2024-12-07 07:29:59  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000070  2024-12-07 07:30:12  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000071  2024-12-07 07:30:29  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000072  2024-12-07 07:30:45  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000073  2024-12-07 09:53:41  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000074  2024-12-07 09:53:48  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000075  2024-12-07 09:53:49  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000076  2024-12-07 09:57:37  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000077  2024-12-07 09:57:46  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000078  2024-12-07 09:59:52  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000079  2024-12-07 10:01:52  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000080  2024-12-07 10:02:24  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000081  2024-12-07 10:04:08  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000082  2024-12-07 10:05:17  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000083  2024-12-07 10:05:30  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000084  2024-12-07 10:07:44  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000085  2024-12-07 10:08:41  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000086  2024-12-07 10:09:02  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000087  2024-12-07 10:09:33  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000088  2024-12-07 10:09:59  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000089  2024-12-07 10:11:59  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000090  2024-12-07 10:12:18  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000091  2024-12-07 12:40:35  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000092  2024-12-07 12:43:40  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000093  2024-12-07 12:43:41  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000094  2024-12-07 13:12:48  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000095  2024-12-07 13:27:30  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000096  2024-12-07 13:30:13  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000097  2024-12-07 13:32:27  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000098  2024-12-07 13:33:03  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000099  2024-12-07 13:35:25  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000100  2024-12-07 13:36:48  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000101  2024-12-07 13:38:08  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000102  2024-12-07 13:39:00  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000103  2024-12-07 13:40:16  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000104  2024-12-07 13:41:12  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000105  2024-12-07 13:41:29  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000106  2024-12-07 13:47:56  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000107  2024-12-07 13:48:40  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000108  2024-12-07 14:20:58  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000109  2024-12-07 14:21:50  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000110  2024-12-07 14:22:19  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000111  2024-12-07 14:23:31  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000112  2024-12-07 14:24:04  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000113  2024-12-07 14:26:39  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000114  2024-12-07 14:27:09  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000115  2024-12-07 14:30:04  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000116  2024-12-07 14:30:41  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000117  2024-12-07 14:34:27  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000118  2024-12-07 14:34:36  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000119  2024-12-07 14:35:19  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
000000120  2024-12-07 14:35:36  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\updatePhotoPegawai update photo pegawai
000000121  2024-12-07 20:02:28  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000122  2024-12-07 20:02:39  Google Chrome      C:\xampp\htdocs\aska\application\controllers\SignIn\index 
000000123  2024-12-07 20:02:40  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Home\index 
000000124  2024-12-07 20:02:45  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000125  2024-12-07 20:03:32  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000126  2024-12-07 20:03:37  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000127  2024-12-07 20:35:56  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000128  2024-12-07 20:35:59  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000129  2024-12-07 20:36:03  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\RekapDataAllModel\getRekapAllDataPegawai get rekap all data pegawai
000000130  2024-12-07 20:36:59  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\controllers\Dashboard\Pegawai\InputData\index 
000000131  2024-12-07 20:39:14  Google Chrome      admpeg : C:\xampp\htdocs\aska\application\models\Dashboard\Pegawai\InputDataModel\saveDataPegawai save data pegawai started
